file_size,num_sections,machine_type,timestamp,subsystem,file_characteristics,file_entropy,section_entropy_mean,section_entropy_max,section_entropy_min,section_entropy_std,high_entropy_sections_count,num_imports,dll_count,imports_by_ordinal_count,suspicious_api_count,num_exports,num_delay_imports,address_of_entry_point,size_of_code,size_of_image,size_of_headers,checksum_stored,code_to_image_ratio,section_raw_size_mean,section_virtual_size_mean,aslr_enabled,dep_enabled,has_signature,checksum_mismatch,has_wx_section,has_debug_directory,has_resource_directory,has_tls_directory,has_relocations,resource_size,has_pdb,has_tls_callbacks,overlay_size,timestamp_age_years,code_section_ratio,mean_vr_raw_ratio,non_standard_section_count,has_packer_signature,Label
166048,3,332,1398849675,3,258,5.8896,3.4802,5.8088,0.1019,2.4452,0,1,1,0,0,0,0,164270,156160,188416,512,230351,0.8288,52906.6667,52682.6667,1,1,0,0,0,1,1,0,1,1952,0,0,6816,12.08,0.8284,0.6587,0,0,0
384280,8,34404,1448426406,2,34,6.0587,3.6651,6.3366,0.0,2.1003,0,202,27,0,1,0,41,82336,241152,397312,1024,416438,0.607,46400.0,46706.75,1,1,0,0,0,1,1,0,1,46080,0,0,12056,10.51,0.6066,1.2525,2,0,0
117760,11,34404,0,3,558,6.0977,3.0864,5.9289,0.0,2.3458,0,168,6,0,2,97,0,5376,78848,147456,1024,130217,0.5347,10612.3636,10572.4545,0,0,0,0,0,0,0,1,1,0,0,1,0,56.4,0.5316,0.6802,2,0,0
63448,11,34404,7443904,2,39,6.0553,2.5955,6.0137,0.0,2.151,0,168,13,0,2,0,0,5328,19968,77824,1024,114037,0.2566,3816.7273,3771.2727,0,0,0,0,0,0,1,1,0,4984,0,1,20440,56.17,0.2536,0.6272,3,0,0
78848,5,332,1436498882,3,258,6.188,4.3825,6.5344,0.1833,2.2989,0,121,11,3,0,0,0,69760,68096,90112,1024,98519,0.7557,15564.8,15426.8,1,1,0,0,0,1,1,0,1,2104,1,0,0,10.89,0.7503,1.1945,0,0,0
47744,11,34404,0,2,39,6.0212,2.458,5.818,0.0,2.1239,0,110,10,0,2,0,0,5328,11264,65536,1024,52165,0.1719,2653.0909,2610.1818,0,0,0,0,0,0,1,1,0,5008,0,1,17536,56.4,0.1656,0.5901,3,0,0
58552,7,332,3150785359,2,33166,6.5185,3.4075,6.5535,0.0,2.4385,0,45,2,0,2,5,0,4096,36864,73728,1024,123730,0.5,7241.1429,9947.4286,0,0,0,0,0,0,0,1,1,0,0,1,6328,0.0,0.5,4.3755,0,0,0
235464,5,332,1343345233,3,290,6.2903,5.0983,6.5341,3.4617,1.1692,0,190,6,0,2,0,0,131899,139264,397312,1024,291996,0.3505,43724.8,77231.2,1,1,0,0,0,1,1,0,1,33604,0,0,15816,13.84,0.3501,2.479,0,0,0
205824,9,34404,218268,3,559,5.7221,2.9211,5.5597,0.0,2.2315,0,300,3,0,1,0,0,5376,161280,233472,1024,228605,0.6908,22755.5556,23019.5556,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.6893,0.7379,2,0,0
1132320,7,34404,1499374231,3,34,6.3643,4.8437,6.3745,1.7842,1.4346,0,238,5,0,2,4,0,687872,772608,1167360,1024,1168362,0.6618,160621.7143,163408.8571,1,1,0,0,0,1,1,0,1,920,0,0,6944,8.89,0.6616,0.9621,1,0,0
49328,11,34404,0,2,39,6.0305,2.4847,5.9089,0.0,2.1308,0,121,10,0,2,0,0,5328,11776,65536,1024,75976,0.1797,2746.1818,2720.3636,0,0,0,0,0,0,1,1,0,5008,0,1,18096,56.4,0.1766,0.5951,3,0,0
394200,5,332,1505963983,2,258,6.6115,5.0961,6.6474,3.1463,1.3355,0,80,3,0,2,0,0,171705,272384,389120,1024,433145,0.7,73728.0,75447.6,1,1,0,0,0,1,1,0,1,12656,0,0,24536,8.68,0.6997,1.1553,0,0,0
182736,5,332,1484781070,2,258,6.3756,5.223,6.5859,3.8664,1.0134,0,176,9,0,2,0,0,59011,115712,200704,1024,205799,0.5765,35123.2,36758.0,1,1,0,0,0,1,1,0,1,5444,0,0,6096,9.36,0.5744,1.2615,0,0,0
21504,9,34404,901637,3,559,5.1766,2.5291,5.8548,0.0,2.14,0,74,5,0,1,0,0,5408,10240,49152,1024,49027,0.2083,2275.5556,2314.6667,0,0,0,0,0,0,0,1,0,0,0,1,0,56.38,0.2039,0.6388,2,0,0
132096,8,332,1468434873,3,783,5.2456,2.4728,5.8225,0.0,2.3194,0,51,3,0,2,0,0,5344,6656,159744,1024,155648,0.0417,16384.0,16167.5,0,0,0,0,0,0,1,1,0,119704,0,1,0,9.87,0.0394,0.513,1,0,0
67768,11,34404,65536,2,39,5.9648,2.606,5.8608,0.0,2.1331,0,199,10,0,2,0,0,5328,20992,86016,1024,107330,0.244,4096.0,4079.6364,0,0,0,0,0,0,1,1,0,4984,0,1,21688,56.4,0.2406,0.6569,3,0,0
52528,11,34404,0,2,39,6.1417,2.5468,6.0808,0.0,2.1652,0,102,6,0,2,0,0,5328,16384,73728,1024,77861,0.2222,3165.0909,3128.3636,0,0,0,0,0,0,1,1,0,5040,0,1,16688,56.4,0.2189,0.6002,3,0,0
46608,11,34404,0,2,39,6.041,2.4556,5.8524,0.0,2.1324,0,106,7,0,2,0,0,5328,10752,65536,1024,99583,0.1641,2606.5455,2574.9091,0,0,0,0,0,0,1,1,0,5016,0,1,16912,56.4,0.1588,0.5855,3,0,0
57344,5,332,1456227446,2,258,6.1343,4.8539,6.566,2.7329,1.3872,0,80,12,0,1,0,0,39888,46080,69632,1024,59928,0.6618,11264.0,11242.4,1,1,0,0,0,1,1,0,1,2072,0,0,0,10.26,0.6576,1.3534,0,0,0
279552,9,34404,292924,3,559,5.7763,2.9824,5.5769,0.0,2.201,0,100,3,0,1,0,0,5376,232448,303104,1024,294804,0.7669,30947.5556,30971.1111,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.7655,0.7718,2,0,0
30720,5,332,45778,3,783,5.441,2.95,5.8858,0.0,2.4666,0,51,3,0,1,0,0,4096,13824,49152,1024,40325,0.2812,5939.2,5716.8,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.2778,0.7231,1,0,0
41984,9,34404,56924,3,559,5.5424,2.579,5.9781,0.0,2.0785,0,192,7,0,1,0,0,5376,21504,73728,1024,58778,0.2917,4551.1111,4628.0,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.2908,0.6766,2,0,0
19456,9,34404,38478,3,559,4.8488,2.202,5.832,0.0,1.9317,0,65,3,0,1,0,0,5376,9216,49152,1024,21909,0.1875,2048.0,2020.4444,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.18,0.5801,2,0,0
23040,10,34404,19,3,559,4.9891,2.3905,5.788,0.0,1.9429,0,77,4,0,1,0,0,5376,10240,53248,1024,38591,0.1923,2201.6,2196.4,0,0,0,0,0,0,1,1,0,1504,0,1,0,56.4,0.1842,0.6351,2,0,0
30704,3,332,1343348449,3,258,6.6512,3.1196,5.6738,0.0612,2.3189,0,1,1,0,0,0,0,19454,11776,40960,512,94909,0.2875,4778.6667,4317.3333,1,1,0,0,0,1,1,0,1,1672,0,0,15856,13.84,0.2751,0.5989,0,0,0
36864,6,34404,1436498301,2,34,5.591,3.0889,6.1223,0.4222,2.0484,0,130,7,0,0,0,0,23072,21504,61440,1024,46958,0.35,5973.3333,6448.6667,1,1,0,0,0,1,1,0,1,4512,0,0,0,10.89,0.3487,2.0839,0,0,0
57272,11,34404,20367392,2,39,6.0686,2.5693,6.034,0.0,2.1533,0,138,11,0,2,0,0,5328,16896,77824,1024,114293,0.2171,3397.8182,3389.0909,0,0,0,0,0,0,1,1,0,5008,0,1,18872,55.76,0.2168,0.6347,3,0,0
151480,3,332,1343348894,3,258,5.946,3.4981,5.7828,0.1019,2.4488,0,1,1,0,0,0,0,116622,108544,163840,512,194451,0.6625,45056.0,44712.0,1,1,0,0,0,1,1,0,1,25688,0,0,15800,13.84,0.6618,0.6687,0,0,0
1187152,8,332,1459953545,2,33167,6.4071,3.3894,6.4745,0.0,2.641,0,523,24,0,4,0,0,1054060,1047040,1232896,1024,1211412,0.8493,147328.0,150227.5,1,1,0,0,0,0,1,1,0,103424,0,1,7504,10.14,0.8488,0.8275,1,0,0
102160,3,332,1337352424,2,258,5.3599,3.5515,5.7648,0.0131,2.5281,0,1,1,0,0,0,0,51854,45056,114688,4096,114473,0.3929,31402.6667,29104.0,1,1,0,0,0,0,1,0,1,43632,0,0,3856,14.03,0.3808,0.6468,0,0,0
38400,5,332,1436498943,2,258,5.68,4.4722,6.5447,1.102,1.8957,0,96,19,0,1,0,0,27264,26624,53248,1024,95945,0.5,7475.2,7720.0,1,1,0,0,0,1,1,0,1,1792,0,0,0,10.89,0.4948,1.1212,0,0,0
57344,3,332,931872163,3,271,5.8484,4.6569,6.5157,3.108,1.4083,0,64,2,0,2,0,0,15132,40960,471040,4096,0,0.087,17749.3333,153954.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,26.88,0.0824,17.6501,0,0,0
69120,5,332,1484797837,3,258,6.3626,5.0814,6.4132,3.6441,0.8936,0,222,4,12,1,3,0,42710,39936,86016,1024,109133,0.4643,13619.2,14468.4,1,1,0,0,0,1,1,0,1,3916,0,0,0,9.35,0.4637,1.6711,0,0,0
57352,11,34404,32008224,2,39,6.1554,2.6542,6.0618,0.0,2.2043,0,129,11,0,2,0,0,5328,18432,98304,1024,96504,0.1875,3444.3636,5793.4545,0,0,0,0,0,0,1,1,0,5016,0,1,18440,55.39,0.1861,0.6289,3,0,0
118784,4,332,1009847898,3,259,6.0041,4.5156,6.4461,1.8129,1.7618,0,83,1,0,3,0,0,6824,61440,122880,4096,0,0.5,28672.0,27629.25,0,0,0,0,0,0,1,0,0,31872,0,0,0,24.4,0.4758,1.0132,0,0,0
84344,11,34404,13109280,2,39,6.1104,2.7325,6.0564,0.0,2.2365,0,216,12,0,2,0,0,5328,32768,94208,1024,143662,0.3478,5538.9091,5495.6364,0,0,0,0,0,0,1,1,0,5008,0,1,22392,55.99,0.3455,0.6644,3,0,0
97792,6,34404,1465050937,3,34,6.0475,4.2395,6.3853,1.9048,1.5902,0,79,2,0,2,0,0,10328,52736,122880,1024,124836,0.4292,16128.0,17389.0,1,1,0,0,0,1,1,0,1,20644,0,0,0,9.98,0.4257,1.2348,0,0,0
126328,6,34404,1464842750,3,34,6.4278,3.8278,6.1584,1.1514,1.9588,0,107,6,4,1,588,0,71632,69632,131072,1024,128611,0.5312,19626.6667,19633.6667,1,1,0,0,0,1,1,0,1,2280,0,0,7544,9.99,0.5294,1.27,0,0,0
59904,9,34404,80020,3,559,5.998,2.8187,6.2381,0.0,2.2898,0,103,3,0,2,0,0,5376,41984,90112,1024,119921,0.4659,6542.2222,6928.4444,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.4615,0.704,2,0,0
41984,11,34404,0,2,39,6.0734,2.4342,5.8731,0.0,2.1106,0,76,4,0,2,0,0,5328,9728,61440,1024,81246,0.1583,2327.2727,2273.4545,0,0,0,0,0,0,1,1,0,5000,0,1,15360,56.4,0.1517,0.5819,3,0,0
45528,11,34404,0,2,39,6.0956,2.4486,6.047,0.0,2.147,0,93,7,0,2,0,0,5328,11264,61440,1024,92629,0.1833,2560.0,2547.2727,0,0,0,0,0,0,1,1,0,5000,0,1,16344,56.4,0.1824,0.5853,3,0,0
36864,5,332,1436499007,2,258,6.1095,4.5435,6.2702,0.8614,1.9533,0,117,15,14,1,0,0,26912,26112,49152,1024,94215,0.5312,7168.0,7128.4,1,1,0,0,0,1,1,0,1,3840,0,0,0,10.89,0.5228,1.2523,0,0,0
193072,11,34404,38692896,2,39,6.1415,3.0217,6.0647,0.0,2.308,0,391,14,0,2,0,0,5328,99328,200704,1024,212310,0.4949,14708.3636,15560.7273,0,0,0,0,0,0,1,1,0,5000,0,1,30256,55.18,0.4935,0.7303,3,0,0
186368,5,332,791462,3,783,6.464,3.2419,6.3493,0.0,2.7037,0,77,2,0,1,0,0,4096,140800,794624,1024,189305,0.1772,37068.8,155044.0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.38,0.1767,0.7278,1,0,0
65744,11,34404,892207104,2,39,6.095,2.7862,6.1144,0.0,2.2097,0,190,11,0,2,0,0,5328,19968,81920,1024,93933,0.2437,3956.3636,4028.0,0,0,0,0,0,0,1,1,0,5024,0,1,21200,28.13,0.2433,0.69,3,0,0
50264,3,332,1328929655,3,258,6.271,3.2011,5.6485,0.0815,2.3219,0,1,1,0,0,0,0,39006,31232,57344,512,101023,0.5446,11434.6667,10997.3333,1,1,0,0,0,1,1,0,1,2160,0,0,15448,14.29,0.5375,0.618,0,0,0
68064,5,332,1343345674,2,290,6.2283,4.6875,5.9373,3.6362,0.9096,0,307,5,200,3,0,0,18101,25088,69632,1024,133070,0.3603,10240.0,10198.8,1,1,0,0,0,1,1,0,1,14908,0,0,15840,13.84,0.3551,1.3941,0,0,0
132096,5,34404,1467659488,3,35,5.7503,4.6877,5.5626,2.7571,0.9972,0,180,5,0,1,1,0,95228,94720,151552,1024,147081,0.625,26214.4,26394.2,0,0,0,0,0,0,1,0,0,688,0,0,0,9.9,0.6231,1.0633,0,0,0
54448,11,34404,20588560,2,39,6.0408,2.5672,5.9217,0.0,2.1941,0,121,8,0,2,0,0,5328,14848,73728,1024,96799,0.2014,3258.1818,3201.4545,0,0,0,0,0,0,1,1,0,4984,0,1,17584,55.75,0.1965,0.618,3,0,0
659648,5,332,1439586039,2,258,6.5585,5.7819,7.715,4.8057,1.0768,1,618,16,9,3,0,0,274693,318976,663552,1024,724994,0.4807,130150.4,130152.8,1,1,0,0,0,1,1,0,1,106208,0,0,7872,10.79,0.48,1.0176,0,0,0
82944,5,332,1436499018,2,258,7.1316,4.2764,7.2754,0.1833,2.3327,1,28,8,0,0,0,0,5824,3584,98304,1024,92822,0.0365,16384.0,16262.8,1,1,0,0,0,1,1,0,1,75584,1,0,0,10.89,0.0337,1.0093,0,0,0
59960,11,34404,18184224,2,39,6.0054,2.5495,5.8959,0.0,2.1843,0,159,12,0,2,0,0,5328,17920,73728,1024,109827,0.2431,3537.4545,3556.0,0,0,0,0,0,0,1,1,0,5008,0,1,20024,55.83,0.2401,0.6627,3,0,0
758784,6,34404,1436498512,2,34,6.5033,5.3311,6.2744,3.8768,0.8568,0,415,15,18,1,0,0,230176,255488,778240,1024,814483,0.3283,126293.3333,126551.3333,1,1,0,0,0,1,1,0,1,379784,0,0,0,10.89,0.3279,1.0609,0,0,0
62464,5,332,586610,3,783,6.2154,3.0615,6.243,0.0,2.5781,0,71,2,0,1,0,0,4096,50176,589824,1024,111330,0.0851,12288.0,113838.4,0,0,0,0,0,0,0,0,0,0,0,0,0,56.39,0.0843,0.7043,1,0,0
151040,5,332,160732,3,783,6.5212,3.2524,6.4429,0.0,2.7418,0,86,3,0,1,0,0,4096,131072,163840,1024,164867,0.8,30003.2,30161.6,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4,0.7989,0.7121,1,0,0
31696,3,332,1343348563,2,258,6.6144,3.3858,5.486,0.0815,2.3649,0,1,1,0,0,0,0,20046,12288,40960,512,35555,0.3,5120.0,4725.3333,1,1,0,0,0,1,1,0,1,2304,0,0,15824,13.84,0.2896,0.6295,0,0,0
54272,9,34404,0,3,559,5.8714,2.6997,6.1051,0.0,2.225,0,100,2,0,1,0,0,5376,33792,81920,1024,74571,0.4125,5916.4444,5979.5556,0,0,0,0,0,0,0,1,0,0,0,1,0,56.4,0.4076,0.6883,2,0,0
145328,9,332,0,2,271,7.0921,2.815,7.2961,0.0,2.8345,1,101,7,0,3,0,0,5312,41984,163840,1024,148392,0.2562,14336.0,14535.5556,1,1,0,0,0,0,1,1,0,75912,0,1,15280,56.4,0.2547,0.5496,2,0,0
53816,11,34404,33372176,2,39,6.1356,2.5443,6.0456,0.0,2.1965,0,109,10,0,2,0,0,5328,16384,81920,1024,71660,0.2,3211.6364,4018.1818,0,0,0,0,0,0,1,1,0,4976,0,1,17464,55.35,0.1978,0.6006,3,0,0
31728,3,332,1343348715,3,258,6.6317,3.1252,5.6774,0.0815,2.3108,0,1,1,0,0,0,0,20542,12800,40960,512,70105,0.3125,5120.0,4680.0,1,1,0,0,0,1,1,0,1,1672,0,0,15856,13.84,0.3017,0.6017,0,0,0
599232,5,332,1439346108,2,258,6.3661,4.6235,6.6358,2.0822,1.5028,0,223,8,4,3,0,0,239274,389632,684032,1024,651814,0.5696,118067.2,134131.4,1,1,0,0,0,1,1,0,1,8096,0,0,7872,10.79,0.5691,1.3696,0,0,0
34304,7,34404,1436498111,3,34,5.7719,2.9635,6.2615,0.0815,2.0835,0,100,21,0,0,0,1,22512,20992,94208,1024,47012,0.2228,4754.2857,10006.8571,1,1,0,0,0,1,1,0,1,2048,0,0,0,10.89,0.2223,11.3768,1,0,0
411072,5,34404,1487835320,3,35,6.2378,5.0121,6.062,2.8815,1.1082,0,101,2,0,2,0,0,172452,274432,417792,1024,467655,0.6569,79052.8,80590.6,0,0,0,0,0,1,1,0,0,832,0,0,14784,9.26,0.6564,1.0088,0,0,0
78936,5,34404,1328933619,3,34,6.377,2.9912,6.1471,0.3085,2.1779,0,145,5,25,2,0,0,42620,51712,81920,1024,103316,0.6312,12492.8,13806.0,1,1,0,0,0,1,1,0,1,7488,1,0,15448,14.29,0.6296,3.782,0,0,0
78848,6,34404,1436498117,2,34,5.9882,3.5282,6.2014,0.4947,2.1586,0,165,10,4,1,0,0,55136,54784,98304,1024,125522,0.5573,12970.6667,12997.3333,1,1,0,0,0,1,1,0,1,7152,1,0,0,10.89,0.555,1.2409,0,0,0
58368,6,34404,1436498351,2,34,6.1461,3.1597,6.2849,0.3014,2.4331,0,36,10,0,0,0,0,5568,3072,77824,1024,119383,0.0395,9557.3333,9583.0,1,1,0,0,0,1,1,0,1,49608,0,0,0,10.89,0.0395,1.0796,0,0,0
224448,10,34404,0,2,39,6.0513,2.6899,6.1046,0.0,2.3144,0,404,14,0,2,0,0,5328,107520,221184,1024,262580,0.4861,19200.0,19315.6,0,0,0,0,0,0,0,1,0,0,0,1,31424,56.4,0.4861,0.6941,3,0,0
57856,5,332,1436499197,2,258,6.0995,5.2047,6.0362,3.5763,0.916,0,98,20,1,1,0,0,20832,21504,69632,1024,99370,0.3088,11366.4,11238.4,1,1,0,0,0,1,1,0,1,28312,1,0,0,10.88,0.3019,1.3182,0,0,0
69752,11,34404,28645408,2,39,6.0905,2.773,6.1233,0.0,2.2488,0,179,11,0,2,0,0,5328,23040,81920,1024,79682,0.2812,4375.2727,4397.0909,0,0,0,0,0,0,1,1,0,4992,0,1,20600,55.5,0.2772,0.6837,3,0,0
